session_id,date,start_time,end_time,station_id,station_name,city,area,latitude,longitude,charger_type,number_of_chargers,vehicle_type,energy_consumed_kwh,charging_duration_minutes,waiting_time_minutes,charging_cost,revenue,session_status,day_of_week,hour,month,peak_hour,weather_condition,is_synthetic
SESS170562,2024-05-09,2024-05-09 04:48:00,2024-05-09 06:22:59.706244176,ST1009,Rohini EV Hub 1009,Delhi,Rohini,28.6585,77.24159,AC Fast (7.4kW),5,Car - Hatchback/Sedan,10.14,95.0,7.1,113.72,113.72,Completed,3,4,5,False,Rain,True
SESS163507,2024-01-18,2024-01-18 23:16:00,2024-01-18 23:26:15.783280482,ST1039,Koramangala EV Hub 1039,Bengaluru,Koramangala,12.98875,77.67296,DC Fast (50kW),5,2-Wheeler,3.52,10.3,7.8,50.18,50.18,Completed,3,23,1,False,Clear,True
SESS136091,2024-11-23,2024-11-23 15:23:00,2024-11-23 23:28:32.550289632,ST1016,Andheri EV Hub 1016,Mumbai,Andheri,19.10583,72.88625,AC Fast (7.4kW),7,Light Commercial,50.34,485.5,2.8,544.39,544.39,Completed,5,15,11,False,Clear,True
SESS160422,2024-09-10,2024-09-10 20:50:00,2024-09-10 23:07:34.571635152,ST1062,Baner EV Hub 1062,Pune,Baner,18.57605,73.88397,AC Slow (3.3kW),6,3-Wheeler,6.61,137.6,,56.75,56.75,Completed,1,20,9,True,Clear,True
SESS156477,2024-04-17,2024-04-17 17:11:00,2024-04-17 17:32:32.988233622,ST1073,Kukatpally EV Hub 1073,Hyderabad,Kukatpally,17.34306,78.42588,DC Fast (50kW),3,Car - SUV,12.15,21.5,2.7,188.64,188.64,Completed,2,17,4,False,Rain,True
SESS155765,2024-03-09,2024-03-09 09:52:00,2024-03-09 10:00:51.430333548,ST1053,Hinjewadi EV Hub 1053,Pune,Hinjewadi,18.46779,73.85104,DC Fast (50kW),5,2-Wheeler,1.53,8.9,5.3,24.35,24.35,Completed,5,9,3,True,Cloudy,True
SESS181129,2024-11-26,2024-11-26 03:37:00,2024-11-26 04:28:06.030420702,ST1054,Kothrud EV Hub 1054,Pune,Kothrud,18.44315,73.79089,DC Fast (50kW),3,Car - Hatchback/Sedan,24.49,51.1,4.7,380.05,380.05,Failed,1,3,11,False,Hot,True
SESS160930,2024-10-05,2024-10-05 10:38:00,2024-10-05 11:19:49.646649558,ST1010,Saket EV Hub 1010,Delhi,Saket,28.62702,77.26129,DC Fast (50kW),5,Car - SUV,27.84,41.8,5.9,404.8,404.8,Completed,5,10,10,False,Cloudy,True
SESS159924,2024-10-14,2024-10-14 18:50:00,2024-10-14 19:07:29.199530460,ST1008,Rohini EV Hub 1008,Delhi,Rohini,28.60706,77.15859,AC Fast (7.4kW),3,2-Wheeler,1.97,17.5,20.9,20.24,20.24,Completed,0,18,10,True,Clear,True
SESS182466,2024-08-23,2024-08-23 21:49:00,2024-08-23 22:19:33.067311648,ST1021,Bandra EV Hub 1021,Mumbai,Bandra,18.99664,72.81787,AC Fast (7.4kW),5,2-Wheeler,2.65,30.6,10.1,28.33,28.33,Completed,4,21,8,False,Clear,True
SESS152135,2024-09-21,2024-09-21 18:22:00,2024-09-21 18:26:52.724938212,ST1018,Andheri EV Hub 1018,Mumbai,Andheri,19.05422,72.8548,DC Fast (50kW),4,2-Wheeler,2.38,4.9,50.3,35.85,35.85,Completed,5,18,9,True,Clear,True
SESS162186,2024-04-20,2024-04-20 09:14:00,2024-04-20 10:02:35.919343566,ST1020,Bandra EV Hub 1020,Mumbai,Bandra,19.0506,72.87292,DC Fast (50kW),3,Car - Hatchback/Sedan,23.49,48.6,19.9,343.38,343.38,Completed,5,9,4,True,Foggy,True
SESS177502,2024-10-28,2024-10-28 20:55:00,2024-10-28 23:10:28.948839366,ST1037,Koramangala EV Hub 1037,Bengaluru,Koramangala,12.93231,77.62136,AC Fast (7.4kW),6,Car - Hatchback/Sedan,13.6,135.5,14.5,148.23,148.23,Completed,0,20,10,True,Rain,True
SESS175627,2024-04-10,2024-04-10 13:36:00,2024-04-10 14:13:43.127292360,ST1055,Kothrud EV Hub 1055,Pune,Kothrud,18.45011,73.83461,DC Fast (50kW),3,Car - Hatchback/Sedan,20.31,37.7,32.3,312.31,312.31,Completed,2,13,4,False,Clear,True
SESS147293,2024-03-20,2024-03-20 14:50:00,2024-03-20 19:02:41.353416756,ST1004,Dwarka EV Hub 1004,Delhi,Dwarka,28.55637,77.26171,AC Fast (7.4kW),7,Car - Hatchback/Sedan,25.14,252.7,1.2,273.89,273.89,Completed,2,14,3,False,Clear,True
SESS169328,2024-01-13,2024-01-13 17:14:00,2024-01-13 20:06:41.212077810,ST1025,Powai EV Hub 1025,Mumbai,Powai,19.04423,72.89166,AC Fast (7.4kW),5,Car - Hatchback/Sedan,17.17,172.7,4.5,189.34,189.34,Completed,5,17,1,False,,True
SESS165667,2024-07-24,2024-07-24 14:02:00,2024-07-24 14:50:02.739868446,ST1060,Viman Nagar EV Hub 1060,Pune,Viman Nagar,18.51456,73.98229,DC Fast (50kW),3,Car - SUV,26.95,48.0,3.3,380.52,380.52,Completed,2,14,7,False,Clear,True
SESS147077,2024-03-24,2024-03-24 17:42:00,2024-03-24 17:49:31.407002988,ST1054,Kothrud EV Hub 1054,Pune,Kothrud,18.44315,73.79089,DC Fast (50kW),3,3-Wheeler,4.94,7.5,17.7,68.18,68.18,Completed,6,17,3,False,Foggy,True
SESS119714,2024-09-18,2024-09-18 05:37:00,2024-09-18 06:23:25.345445214,ST1006,Dwarka EV Hub 1006,Delhi,Dwarka,28.64584,77.23093,DC Fast (50kW),5,Car - SUV,24.8,46.4,6.7,,297.51,Completed,2,5,9,False,Cloudy,True
SESS151290,2024-08-30,2024-08-30 15:02:00,2024-08-30 15:13:26.184485124,ST1042,Indiranagar EV Hub 1042,Bengaluru,Indiranagar,13.05929,77.52818,DC Fast (50kW),5,2-Wheeler,2.37,11.4,5.3,37.54,37.54,Completed,4,15,8,False,Cloudy,True
SESS116012,2024-03-26,2024-03-26 10:11:00,2024-03-26 10:32:43.216462650,ST1065,Hitech City EV Hub 1065,Hyderabad,Hitech City,17.40276,78.46439,AC Fast (7.4kW),6,2-Wheeler,2.6,21.7,2.8,28.36,28.36,Completed,1,10,3,False,Clear,True
SESS156947,2024-12-21,2024-12-21 00:20:00,2024-12-21 00:31:38.076855462,ST1047,Jayanagar EV Hub 1047,Bengaluru,Jayanagar,12.95194,77.65477,DC Ultra-Fast (150kW),1,Car - Hatchback/Sedan,13.14,11.6,7.0,253.9,253.9,Completed,5,0,12,False,Clear,True
SESS121737,2024-12-20,2024-12-20 19:35:00,2024-12-20 23:02:28.051222770,ST1030,Thane EV Hub 1030,Mumbai,Thane,19.1958,73.05253,AC Fast (7.4kW),5,Car - SUV,21.95,207.5,9.6,220.67,220.67,Completed,4,19,12,True,Clear,True
SESS121963,2024-01-30,2024-01-30 13:20:00,2024-01-30 13:26:33.918501798,ST1052,Hinjewadi EV Hub 1052,Pune,Hinjewadi,18.51064,73.79296,DC Fast (50kW),5,3-Wheeler,2.51,6.6,8.3,38.42,38.42,Completed,1,13,1,False,,True
SESS175369,2024-11-22,2024-11-22 10:01:00,2024-11-22 14:26:49.621654998,ST1043,Indiranagar EV Hub 1043,Bengaluru,Indiranagar,12.94792,77.59429,AC Fast (7.4kW),3,Car - SUV,27.94,265.8,16.7,298.6,298.6,Completed,4,10,11,False,Clear,True
SESS114998,2024-07-25,2024-07-25 09:39:00,2024-07-25 09:50:17.562618768,ST1068,Gachibowli EV Hub 1068,Hyderabad,Gachibowli,17.45564,78.51305,DC Ultra-Fast (150kW),3,2-Wheeler,1.14,11.3,11.9,23.34,23.34,Completed,3,9,7,True,Cloudy,True
SESS108901,2024-07-09,2024-07-09 20:15:00,2024-07-09 20:54:44.901796344,ST1049,Jayanagar EV Hub 1049,Bengaluru,Jayanagar,12.90654,77.60003,DC Fast (50kW),5,Car - Hatchback/Sedan,17.46,39.7,18.2,260.88,260.88,Completed,1,20,7,True,Cloudy,True
SESS182153,2024-09-12,2024-09-12 14:55:00,2024-09-12 15:20:42.784650180,ST1047,Jayanagar EV Hub 1047,Bengaluru,Jayanagar,12.95194,77.65477,DC Ultra-Fast (150kW),1,Car - SUV,34.73,25.7,0.6,661.38,661.38,Completed,3,14,9,False,Clear,True
SESS101300,2024-08-24,2024-08-24 16:01:00,2024-08-24 16:05:00.314046306,ST1059,Viman Nagar EV Hub 1059,Pune,Viman Nagar,18.52359,73.85671,DC Fast (50kW),5,2-Wheeler,2.0,4.0,1.0,32.78,32.78,Completed,5,16,8,False,Rain,True
SESS164208,2024-04-12,2024-04-12 19:35:00,2024-04-12 19:40:06.887598108,ST1059,Viman Nagar EV Hub 1059,Pune,Viman Nagar,18.52359,73.85671,DC Fast (50kW),5,2-Wheeler,2.91,5.1,3.4,41.94,41.94,Completed,4,19,4,True,Cloudy,True
SESS135852,2024-06-26,2024-06-26 08:43:00,2024-06-26 09:33:13.217756418,ST1057,Viman Nagar EV Hub 1057,Pune,Viman Nagar,18.43791,73.84241,AC Fast (7.4kW),3,3-Wheeler,4.26,50.2,6.1,44.2,44.2,Completed,2,8,6,True,Clear,True
SESS130282,2024-01-31,2024-01-31 23:17:00,2024-01-31 23:43:35.230340328,ST1052,Hinjewadi EV Hub 1052,Pune,Hinjewadi,18.51064,73.79296,DC Fast (50kW),5,Car - Hatchback/Sedan,13.48,26.6,0.5,208.85,208.85,Completed,2,23,1,False,Clear,True
SESS117442,2024-10-12,2024-10-12 14:20:00,2024-10-12 20:27:33.497486418,ST1011,Saket EV Hub 1011,Delhi,Saket,28.63125,77.24688,AC Slow (3.3kW),8,Car - Hatchback/Sedan,17.02,367.6,11.4,131.88,131.88,Completed,5,14,10,False,Clear,True
SESS122776,2024-09-25,2024-09-25 09:24:00,2024-09-25 10:08:50.286114288,ST1055,Kothrud EV Hub 1055,Pune,Kothrud,18.45011,73.83461,DC Fast (50kW),3,Car - Hatchback/Sedan,23.51,44.8,11.5,339.31,339.31,Completed,2,9,9,True,Clear,True
SESS174945,2024-10-03,2024-10-03 20:38:00,2024-10-03 21:19:19.798316262,ST1028,Thane EV Hub 1028,Mumbai,Thane,19.02041,72.85431,AC Slow (3.3kW),5,2-Wheeler,1.8,41.3,6.5,15.66,15.66,Failed,3,20,10,True,Clear,True
SESS183766,2024-03-26,2024-03-26 23:40:00,2024-03-27 02:24:03.560536332,ST1067,Gachibowli EV Hub 1067,Hyderabad,Gachibowli,17.32183,78.46663,AC Fast (7.4kW),4,Car - Hatchback/Sedan,15.89,164.1,28.0,166.96,166.96,Completed,1,23,3,False,Rain,True
SESS169566,2024-12-19,2024-12-19 06:24:00,2024-12-19 16:11:03.875984106,ST1011,Saket EV Hub 1011,Delhi,Saket,28.63125,77.24688,AC Slow (3.3kW),8,Light Commercial,27.27,587.1,3.2,245.29,245.29,Cancelled,3,6,12,False,Clear,True
SESS141575,2024-03-03,2024-03-03 09:30:00,2024-03-03 14:37:57.951588990,ST1037,Koramangala EV Hub 1037,Bengaluru,Koramangala,12.93231,77.62136,AC Fast (7.4kW),6,Light Commercial,31.71,308.0,8.6,310.22,310.22,Completed,6,9,3,True,Clear,True
SESS141578,2024-02-04,2024-02-04 09:27:00,2024-02-04 10:39:24.371349558,ST1051,Hinjewadi EV Hub 1051,Pune,Hinjewadi,18.59275,73.81295,AC Fast (7.4kW),6,Car - Hatchback/Sedan,5.94,72.4,2.3,67.89,67.89,Completed,6,9,2,True,Cloudy,True
SESS183686,2024-07-28,2024-07-28 10:15:00,2024-07-28 11:57:18.492432714,ST1058,Viman Nagar EV Hub 1058,Pune,Viman Nagar,18.48708,73.88499,AC Slow (3.3kW),5,3-Wheeler,4.82,102.3,13.6,39.52,39.52,Completed,6,10,7,False,Hot,True
SESS153594,2024-12-23,2024-12-23 19:33:00,2024-12-23 20:36:52.645822338,ST1062,Baner EV Hub 1062,Pune,Baner,18.57605,73.88397,AC Slow (3.3kW),6,2-Wheeler,2.74,63.9,2.4,23.67,23.67,Completed,0,19,12,True,Clear,True
SESS127530,2024-02-05,2024-02-05 17:41:00,2024-02-06 02:48:53.981261574,ST1062,Baner EV Hub 1062,Pune,Baner,18.57605,73.88397,AC Slow (3.3kW),6,Car - Hatchback/Sedan,24.87,547.9,19.3,216.78,216.78,Completed,0,17,2,False,Rain,True
SESS102045,2024-10-27,2024-10-27 23:39:00,2024-10-28 04:45:36.748451946,ST1025,Powai EV Hub 1025,Mumbai,Powai,19.04423,72.89166,AC Fast (7.4kW),5,Car - SUV,31.95,306.6,1.2,309.39,309.39,Completed,6,23,10,False,Foggy,True
SESS110866,2024-11-05,2024-11-05 20:50:00,2024-11-05 21:19:00.622100412,ST1008,Rohini EV Hub 1008,Delhi,Rohini,28.60706,77.15859,AC Fast (7.4kW),3,2-Wheeler,2.05,29.0,8.0,21.79,21.79,Completed,1,20,11,True,Cloudy,True
SESS130779,2024-03-28,2024-03-28 21:42:00,2024-03-28 22:11:31.883957724,ST1018,Andheri EV Hub 1018,Mumbai,Andheri,19.05422,72.8548,DC Fast (50kW),4,Car - Hatchback/Sedan,14.96,29.5,10.4,235.4,235.4,Completed,3,21,3,False,Foggy,True
SESS147584,2024-07-14,2024-07-14 16:55:00,2024-07-14 20:29:08.817467514,ST1043,Indiranagar EV Hub 1043,Bengaluru,Indiranagar,12.94792,77.59429,AC Fast (7.4kW),3,Car - SUV,20.72,214.1,4.4,205.67,205.67,Completed,6,16,7,False,Rain,True
SESS100283,2024-01-08,2024-01-08 09:18:00,2024-01-08 09:48:24.128125950,ST1065,Hitech City EV Hub 1065,Hyderabad,Hitech City,17.40276,78.46439,AC Fast (7.4kW),6,2-Wheeler,2.27,30.4,10.4,24.09,24.09,Completed,0,9,1,True,Cloudy,True
SESS142188,2024-03-21,2024-03-21 09:29:00,2024-03-21 09:39:18.479509458,ST1021,Bandra EV Hub 1021,Mumbai,Bandra,18.99664,72.81787,AC Fast (7.4kW),5,2-Wheeler,0.91,10.3,31.3,9.66,9.66,Completed,3,9,3,True,Cloudy,True
SESS176584,2024-03-09,2024-03-09 18:48:00,2024-03-09 19:10:55.038335394,ST1021,Bandra EV Hub 1021,Mumbai,Bandra,18.99664,72.81787,AC Fast (7.4kW),5,2-Wheeler,2.32,22.9,18.8,24.28,24.28,Completed,5,18,3,True,Clear,True
SESS153352,2024-01-16,2024-01-16 23:04:00,2024-01-16 23:08:47.813692506,ST1017,Andheri EV Hub 1017,Mumbai,Andheri,19.11354,72.85914,DC Fast (50kW),2,3-Wheeler,4.68,4.8,6.7,71.43,71.43,Completed,1,23,1,False,Rain,True
SESS164740,2024-05-25,2024-05-25 03:06:00,2024-05-25 03:29:22.517162262,ST1047,Jayanagar EV Hub 1047,Bengaluru,Jayanagar,12.95194,77.65477,DC Ultra-Fast (150kW),1,Light Commercial,38.31,23.4,1.0,740.37,740.37,Completed,5,3,5,False,Clear,True
SESS152940,2024-01-19,2024-01-19 15:13:00,2024-01-19 22:04:15.344208186,ST1013,Saket EV Hub 1013,Delhi,Saket,28.672,77.10803,AC Slow (3.3kW),5,Light Commercial,19.19,411.3,20.5,165.96,165.96,Completed,4,15,1,False,Rain,True
SESS157568,2024-01-02,2024-01-02 17:35:00,2024-01-02 18:20:08.907807870,ST1053,Hinjewadi EV Hub 1053,Pune,Hinjewadi,18.46779,73.85104,DC Fast (50kW),5,Car - Hatchback/Sedan,21.57,45.1,11.9,329.66,329.66,Completed,1,17,1,False,Rain,True
SESS106592,2024-11-14,2024-11-14 19:01:00,2024-11-14 19:50:32.901853314,ST1020,Bandra EV Hub 1020,Mumbai,Bandra,19.0506,72.87292,DC Fast (50kW),3,Light Commercial,28.86,49.5,1.2,453.98,453.98,Completed,3,19,11,True,Cloudy,True
SESS159017,2024-03-16,2024-03-16 21:30:00,2024-03-16 21:54:41.559565272,ST1057,Viman Nagar EV Hub 1057,Pune,Viman Nagar,18.43791,73.84241,AC Fast (7.4kW),3,2-Wheeler,1.88,24.7,37.6,19.18,19.18,Completed,5,21,3,False,Clear,True
SESS165578,2024-01-15,2024-01-15 14:30:00,2024-01-15 17:01:09.647618754,ST1016,Andheri EV Hub 1016,Mumbai,Andheri,19.10583,72.88625,AC Fast (7.4kW),7,Car - Hatchback/Sedan,15.65,151.2,5.5,156.67,156.67,Completed,0,14,1,False,Cloudy,True
SESS183335,2024-04-06,2024-04-06 10:11:00,2024-04-06 14:22:10.237863078,ST1021,Bandra EV Hub 1021,Mumbai,Bandra,18.99664,72.81787,AC Fast (7.4kW),5,Car - SUV,25.95,251.2,17.8,286.73,286.73,Completed,5,10,4,False,Hot,True
SESS104536,2024-12-27,2024-12-27 19:00:00,2024-12-28 02:47:10.314253506,ST1024,Powai EV Hub 1024,Mumbai,Powai,19.10207,72.89196,AC Fast (7.4kW),5,Light Commercial,48.59,467.2,12.9,477.56,477.56,Completed,4,19,12,True,Clear,True
SESS184893,2024-03-11,2024-03-11 08:51:00,2024-03-11 09:05:42.972834816,ST1022,Bandra EV Hub 1022,Mumbai,Bandra,19.15395,72.85632,DC Ultra-Fast (150kW),2,Car - SUV,15.73,14.7,8.0,293.4,293.4,Completed,0,8,3,True,Clear,True
SESS170595,2024-10-13,2024-10-13 22:27:00,2024-10-13 23:10:00.882095112,ST1055,Kothrud EV Hub 1055,Pune,Kothrud,18.45011,73.83461,DC Fast (50kW),3,Car - Hatchback/Sedan,28.85,43.0,5.7,442.96,442.96,Completed,6,22,10,False,Cloudy,True
SESS149953,2024-05-06,2024-05-06 12:21:00,2024-05-06 13:14:16.441478898,ST1010,Saket EV Hub 1010,Delhi,Saket,28.62702,77.26129,DC Fast (50kW),5,Car - SUV,28.4,53.3,13.2,468.25,468.25,Completed,0,12,5,False,Clear,True
SESS156491,2024-06-03,2024-06-03 19:31:00,2024-06-04 13:06:11.559972564,ST1044,Indiranagar EV Hub 1044,Bengaluru,Indiranagar,12.97704,77.63324,AC Slow (3.3kW),9,Light Commercial,49.26,1055.2,18.3,476.94,476.94,Completed,0,19,6,True,Clear,True
SESS151881,2024-11-18,2024-11-18 21:03:00,2024-11-19 01:54:25.358083836,ST1061,Baner EV Hub 1061,Pune,Baner,18.45366,73.92817,AC Fast (7.4kW),5,Car - SUV,29.68,291.4,5.9,289.91,289.91,Completed,0,21,11,False,Rain,True
SESS109586,2024-12-18,2024-12-18 08:10:00,2024-12-18 08:40:34.966731756,ST1016,Andheri EV Hub 1016,Mumbai,Andheri,19.10583,72.88625,AC Fast (7.4kW),7,2-Wheeler,2.4,30.6,18.1,24.35,24.35,Completed,2,8,12,True,Clear,True
SESS172199,2024-09-13,2024-09-13 16:12:00,2024-09-13 16:47:33.708811997,ST1049,Jayanagar EV Hub 1049,Bengaluru,Jayanagar,12.90654,77.60003,DC Fast (50kW),5,Car - Hatchback/Sedan,16.54,35.6,4.3,252.92,252.92,Completed,4,16,9,False,Clear,True
SESS179343,2024-03-07,2024-03-07 20:01:00,2024-03-07 20:21:55.219418814,ST1042,Indiranagar EV Hub 1042,Bengaluru,Indiranagar,13.05929,77.52818,DC Fast (50kW),5,Car - Hatchback/Sedan,10.19,20.9,16.7,145.74,145.74,Cancelled,3,20,3,True,Rain,True
SESS127439,2024-07-03,2024-07-03 22:35:00,2024-07-03 23:12:03.928152138,ST1040,Koramangala EV Hub 1040,Bengaluru,Koramangala,13.03798,77.62033,DC Fast (50kW),5,Car - Hatchback/Sedan,17.09,37.1,14.4,262.46,262.46,Completed,2,22,7,False,Clear,True
SESS159781,2024-10-19,2024-10-19 02:22:00,2024-10-19 05:41:09.518938944,ST1016,Andheri EV Hub 1016,Mumbai,Andheri,19.10583,72.88625,AC Fast (7.4kW),7,Car - Hatchback/Sedan,20.2,199.2,1.8,205.79,205.79,Completed,5,2,10,False,Rain,True
SESS142244,2024-01-03,2024-01-03 05:45:00,2024-01-03 05:57:49.889982780,ST1009,Rohini EV Hub 1009,Delhi,Rohini,28.6585,77.24159,AC Fast (7.4kW),5,2-Wheeler,0.93,12.8,5.6,9.94,9.94,Completed,2,5,1,False,Clear,True
SESS170302,2024-10-06,2024-10-06 11:00:00,2024-10-06 11:21:33.210006245,ST1017,Andheri EV Hub 1017,Mumbai,Andheri,19.11354,72.85914,DC Fast (50kW),2,Car - Hatchback/Sedan,12.38,21.6,9.6,182.98,182.98,Completed,6,11,10,False,Hot,True
SESS132266,2024-04-06,2024-04-06 14:18:00,2024-04-06 14:21:00.000000000,ST1020,Bandra EV Hub 1020,Mumbai,Bandra,19.0506,72.87292,DC Fast (50kW),3,2-Wheeler,3.01,3.0,8.4,45.6,45.6,Completed,5,14,4,False,Cloudy,True
SESS132857,2024-11-17,2024-11-17 18:10:00,2024-11-18 07:29:54.731251674,ST1011,Saket EV Hub 1011,Delhi,Saket,28.63125,77.24688,AC Slow (3.3kW),8,Light Commercial,37.33,799.9,7.1,325.57,325.57,Failed,6,18,11,True,Cloudy,True
SESS124383,2024-02-11,2024-02-11 18:09:00,2024-02-11 18:35:13.558690518,ST1061,Baner EV Hub 1061,Pune,Baner,18.45366,73.92817,AC Fast (7.4kW),5,3-Wheeler,1.66,26.2,18.8,16.59,16.59,Completed,6,18,2,True,Clear,True
SESS161999,2024-02-14,2024-02-14 18:38:00,2024-02-14 20:39:43.360479324,ST1008,Rohini EV Hub 1008,Delhi,Rohini,28.60706,77.15859,AC Fast (7.4kW),3,Car - Hatchback/Sedan,12.68,121.7,6.5,128.62,128.62,Completed,2,18,2,True,Foggy,True
SESS162551,2024-05-20,2024-05-20 19:53:00,2024-05-20 20:25:32.726465262,ST1023,Powai EV Hub 1023,Mumbai,Powai,19.019,72.85736,DC Fast (50kW),5,Car - Hatchback/Sedan,17.21,32.5,5.1,272.19,272.19,Cancelled,0,19,5,True,Rain,True
SESS137594,2024-10-24,2024-10-24 20:07:00,2024-10-25 00:49:59.365845516,ST1037,Koramangala EV Hub 1037,Bengaluru,Koramangala,12.93231,77.62136,AC Fast (7.4kW),6,Car - SUV,28.61,283.0,20.2,279.11,279.11,Completed,3,20,10,True,Clear,True
SESS131419,2024-10-14,2024-10-14 15:30:00,2024-10-14 16:02:13.277302890,ST1047,Jayanagar EV Hub 1047,Bengaluru,Jayanagar,12.95194,77.65477,DC Ultra-Fast (150kW),1,Car - SUV,37.72,32.2,21.3,741.64,741.64,Completed,0,15,10,False,Clear,True
SESS175672,2024-08-01,2024-08-01 22:24:00,2024-08-02 03:20:17.701412958,ST1016,Andheri EV Hub 1016,Mumbai,Andheri,19.10583,72.88625,AC Fast (7.4kW),7,Car - SUV,29.99,296.3,10.8,333.56,333.56,Completed,3,22,8,False,Cloudy,True
SESS138658,2024-08-15,2024-08-15 21:14:00,2024-08-16 02:03:41.931366780,ST1009,Rohini EV Hub 1009,Delhi,Rohini,28.6585,77.24159,AC Fast (7.4kW),5,Light Commercial,30.22,289.7,0.5,301.53,301.53,Completed,3,21,8,False,Clear,True
SESS150008,2024-03-18,2024-03-18 20:52:00,2024-03-18 20:59:25.062030288,ST1035,Whitefield EV Hub 1035,Bengaluru,Whitefield,12.91369,77.55109,DC Ultra-Fast (150kW),1,2-Wheeler,2.89,7.4,35.1,51.84,51.84,Completed,0,20,3,True,Rain,True
SESS165690,2024-10-09,2024-10-09 15:30:00,2024-10-10 01:50:03.790642266,ST1058,Viman Nagar EV Hub 1058,Pune,Viman Nagar,18.48708,73.88499,AC Slow (3.3kW),5,Car - SUV,28.68,620.1,0.5,254.38,254.38,Completed,2,15,10,False,Clear,True
SESS174627,2024-12-12,2024-12-12 18:10:00,2024-12-12 18:49:51.864820176,ST1052,Hinjewadi EV Hub 1052,Pune,Hinjewadi,18.51064,73.79296,DC Fast (50kW),5,Light Commercial,21.77,39.9,8.0,321.73,321.73,Completed,3,18,12,True,Clear,True
SESS152543,2024-05-09,2024-05-09 03:42:00,2024-05-09 04:01:55.767213978,ST1046,Electronic City EV Hub 1046,Bengaluru,Electronic City,12.89202,77.59644,DC Fast (50kW),4,3-Wheeler,3.64,19.9,3.9,52.92,52.92,Completed,3,3,5,False,Cloudy,True
SESS123917,2024-06-06,2024-06-06 03:44:00,2024-06-06 06:20:46.779980508,ST1070,Kukatpally EV Hub 1070,Hyderabad,Kukatpally,17.3143,78.53364,AC Fast (7.4kW),6,Car - SUV,16.1,156.8,3.3,171.5,171.5,Completed,3,3,6,False,Clear,True
SESS177163,2024-12-28,2024-12-28 17:16:00,2024-12-28 21:58:36.407189076,ST1003,Dwarka EV Hub 1003,Delhi,Dwarka,28.68153,77.23705,AC Fast (7.4kW),3,Light Commercial,28.86,282.6,7.0,299.02,299.02,Completed,5,17,12,False,Clear,True
SESS147118,2024-11-11,2024-11-11 14:38:00,2024-11-11 15:26:56.946837738,ST1059,Viman Nagar EV Hub 1059,Pune,Viman Nagar,18.52359,73.85671,DC Fast (50kW),5,Car - Hatchback/Sedan,26.36,48.9,7.7,373.92,373.92,Completed,0,14,11,False,Cloudy,True
SESS156782,2024-05-01,2024-05-01 00:51:00,2024-05-01 01:41:34.386129708,ST1054,Kothrud EV Hub 1054,Pune,Kothrud,18.44315,73.79089,DC Fast (50kW),3,Car - Hatchback/Sedan,26.16,50.6,4.7,417.9,417.9,Completed,2,0,5,False,Foggy,True
SESS100822,2024-11-04,2024-11-04 05:50:00,2024-11-04 05:53:06.515178600,ST1010,Saket EV Hub 1010,Delhi,Saket,28.62702,77.26129,DC Fast (50kW),5,2-Wheeler,2.09,3.1,6.7,33.06,33.06,Completed,0,5,11,False,Clear,True
SESS143499,2024-02-09,2024-02-09 20:42:00,2024-02-09 21:39:01.058825453,ST1020,Bandra EV Hub 1020,Mumbai,Bandra,19.0506,72.87292,DC Fast (50kW),3,Car - Hatchback/Sedan,32.1,57.0,13.2,481.26,481.26,Completed,4,20,2,True,Clear,True
SESS169575,2024-07-18,2024-07-18 11:02:00,2024-07-18 11:35:40.905835296,ST1060,Viman Nagar EV Hub 1060,Pune,Viman Nagar,18.51456,73.98229,DC Fast (50kW),3,Car - Hatchback/Sedan,20.15,33.7,4.7,305.33,305.33,Completed,3,11,7,False,Clear,True
SESS151664,2024-10-12,2024-10-12 18:57:00,2024-10-12 19:10:51.619774566,ST1042,Indiranagar EV Hub 1042,Bengaluru,Indiranagar,13.05929,77.52818,DC Fast (50kW),5,2-Wheeler,1.81,13.9,0.7,27.85,27.85,Completed,5,18,10,True,Cloudy,True
SESS107239,2024-10-27,2024-10-27 21:47:00,2024-10-28 03:03:20.384020452,ST1011,Saket EV Hub 1011,Delhi,Saket,28.63125,77.24688,AC Slow (3.3kW),8,Car - Hatchback/Sedan,14.53,316.3,8.7,127.48,127.48,Completed,6,21,10,False,Foggy,True
SESS182027,2024-10-02,2024-10-02 10:08:00,2024-10-02 10:28:40.852028226,ST1031,Borivali EV Hub 1031,Mumbai,Borivali,19.09206,72.82892,DC Ultra-Fast (150kW),1,Car - Hatchback/Sedan,15.85,20.7,20.9,317.43,317.43,Completed,2,10,10,False,Cloudy,True
SESS141198,2024-05-16,2024-05-16 05:23:00,2024-05-16 05:53:18.466716882,ST1070,Kukatpally EV Hub 1070,Hyderabad,Kukatpally,17.3143,78.53364,AC Fast (7.4kW),6,2-Wheeler,2.69,30.3,2.9,29.23,29.23,Completed,3,5,5,False,Clear,True
SESS157643,2024-09-29,2024-09-29 05:24:00,2024-09-29 05:49:40.492582506,ST1059,Viman Nagar EV Hub 1059,Pune,Viman Nagar,18.52359,73.85671,DC Fast (50kW),5,Car - Hatchback/Sedan,15.41,25.7,3.9,239.76,239.76,Failed,6,5,9,False,Clear,True
